plot_id,khasra_number,khata_number,village_name,village_name_hi,owner_name_en,owner_name_hi,father_name_en,father_name_hi,land_type,land_type_hi,computed_area_sqm,recorded_area_sqm,area_difference_sqm,area_text,has_discrepancy,discrepancy_severity,discrepancy_percentage,record_status,irrigation_type_en,current_crop_en,soil_type_en,rate_per_sqm,estimated_value_inr,source_document,survey_year,centroid_lat,centroid_lon
173109/95/72,95,399,Gujarwara,गुजरवाड़ा,Hari Jat,हरि जाट,Vinod Rajput,विनोद राजपूत,residential,आवासीय,30399.87,22615.83,-7784.04,9 बीघा 0 बिस्वा,True,high,-25.6,needs_review,Canal,,Red,15347,347085210.99,बी-1,2018,26.081081,74.794253
173109/298/73,298,410,Gujarwara,गुजरवाड़ा,Durga Verma,दुर्गा वर्मा,Mohan Yadav,मोहन यादव,agricultural,कृषि भूमि,16275.25,16351.98,76.73,6 बीघा 10 बिस्वा,False,,0,verified,Well,Mustard,Clay,807,13196043.94,खतौनी,2022,26.081066,74.797609
173109/570/74,570,395,Gujarwara,गुजरवाड़ा,Sita Dubey,सीता दुबे,Krishna Verma,कृष्ण वर्मा,agricultural,कृषि भूमि,28257.46,28517.71,260.25,11 बीघा 8 बिस्वा,False,,0,verified,Canal,Rice,Clay,1649,47025704.02,बी-1,2019,26.082361,74.802487
173109/723/75,723,462,Gujarwara,गुजरवाड़ा,Geeta Gupta,गीता गुप्ता,Krishna Verma,कृष्ण वर्मा,agricultural,कृषि भूमि,29182.08,29267.42,85.34,11 बीघा 14 बिस्वा,False,,0,verified,Rain Fed,Other,Clay,1512,44252331.73,खतौनी,2021,26.082493,74.805799
173109/196/76,196,395,Gujarwara,गुजरवाड़ा,Jagdish Gupta,जगदीश गुप्ता,Parvati Rajput,पार्वती राजपूत,agricultural,कृषि भूमि,7908.49,7951.35,42.86,3 बीघा 3 बिस्वा,False,,0,verified,Pond,Other,Sandy,604,4802614.34,पट्टा,2023,26.082131,74.810335
173109/346/77,346,272,Gujarwara,गुजरवाड़ा,Narayan Jat,नारायण जाट,Sita Patel,सीता पटेल,agricultural,कृषि भूमि,9019.06,8926.13,-92.93,3 बीघा 11 बिस्वा,False,,0,verified,Pond,Gram,Loamy,970,8658341.46,खतौनी,2016,26.082557,74.813982
173109/732/78,732,317,Gujarwara,गुजरवाड़ा,Suresh Gupta,सुरेश गुप्ता,Anil Gurjar,अनिल गुर्जर,agricultural,कृषि भूमि,107062.17,107482.58,420.41,42 बीघा 19 बिस्वा,False,,0,verified,Well,Moong,Sandy,1541,165630650.57,पट्टा,2015,26.084728,74.773971
173109/973/79,973,291,Gujarwara,गुजरवाड़ा,Saraswati Gurjar,सरस्वती गुर्जर,Ram Meena,राम मीना,agricultural,कृषि भूमि,6954.32,7077.84,123.52,2 बीघा 16 बिस्वा,False,,0,verified,None,Mustard,Sandy,582,4119300.15,बी-1,2021,26.08668,74.777568
173109/140/80,140,491,Gujarwara,गुजरवाड़ा,Vinod Singh,विनोद सिंह,Mahesh Sharma,महेश शर्मा,forest,वन भूमि,19647.77,19263.62,-384.15,7 बीघा 14 बिस्वा,False,,0,verified,Rain Fed,,Sandy,318,6125830.35,खसरा,2017,26.08599,74.781875
173109/468/81,468,495,Gujarwara,गुजरवाड़ा,Vishnu Patel,विष्णु पटेल,Ramu Pandey,रामू पांडेय,agricultural,कृषि भूमि,5554.1,5644.52,90.42,2 बीघा 5 बिस्वा,False,,0,verified,Well,Maize,Red,1678,9471509.66,जमाबंदी,2018,26.08684,74.786531
173109/27/82,27,358,Gujarwara,गुजरवाड़ा,Anil Kumawat,अनिल कुमावत,Lakshmi Jat,लक्ष्मी जाट,residential,आवासीय,19687.2,14910.81,-4776.39,5 बीघा 19 बिस्वा,True,medium,-24.3,needs_review,Pond,,Black,18706,278921652.06,खसरा,2021,26.086194,74.790411
173109/967/83,967,58,Gujarwara,गुजरवाड़ा,Geeta Chauhan,गीता चौहान,Vishnu Rajput,विष्णु राजपूत,agricultural,कृषि भूमि,13271.67,13022.0,-249.67,5 बीघा 4 बिस्वा,False,,0,verified,Pond,Other,Black,1885,24546473.19,खसरा,2022,26.086372,74.794014
173109/240/84,240,218,Gujarwara,गुजरवाड़ा,Hari Rai,हरि राय,Sita Gurjar,सीता गुर्जर,residential,आवासीय,55889.97,54984.47,-905.5,21 बीघा 19 बिस्वा,False,,0,verified,Canal,,Sandy,16379,900590681.28,खतौनी,2023,26.085107,74.79763
173109/728/85,728,12,Gujarwara,गुजरवाड़ा,Shankar Yadav,शंकर यादव,Rajesh Singh,राजेश सिंह,agricultural,कृषि भूमि,61527.26,60528.63,-998.63,24 बीघा 4 बिस्वा,False,,0,verified,None,Millet,Loamy,960,58107480.03,जमाबंदी,2018,26.085736,74.802251
173109/281/86,281,35,Gujarwara,गुजरवाड़ा,Shankar Meena,शंकर मीना,Shankar Jat,शंकर जाट,agricultural,कृषि भूमि,14098.77,14116.14,17.37,5 बीघा 12 बिस्वा,False,,0,verified,Tube Well,Other,Sandy,506,7142768.29,पट्टा,2015,26.086255,74.806902
173109/223/87,223,215,Gujarwara,गुजरवाड़ा,Krishna Rajput,कृष्ण राजपूत,Geeta Jat,गीता जाट,barren,बंजर,88248.06,111254.32,23006.26,44 बीघा 10 बिस्वा,True,high,26.1,needs_review,Rain Fed,,Clay,172,19135743.25,खतौनी,2021,26.085559,74.810714
173109/256/88,256,155,Gujarwara,गुजरवाड़ा,Jagdish Patel,जगदीश पटेल,Vishnu Gupta,विष्णु गुप्ता,forest,वन भूमि,35248.9,29949.87,-5299.03,11 बीघा 19 बिस्वा,True,medium,-15.0,needs_review,None,,Red,413,12369294.31,खतौनी,2018,26.086848,74.813987
173109/161/89,161,210,Gujarwara,गुजरवाड़ा,Krishna Patel,कृष्ण पटेल,Ram Rai,राम राय,residential,आवासीय,22873.39,28018.38,5144.99,11 बीघा 4 बिस्वा,True,medium,22.5,needs_review,Well,,Sandy,11408,319633717.86,जमाबंदी,2022,26.0898,74.775295
173109/986/90,986,347,Gujarwara,गुजरवाड़ा,Bhagwan Tiwari,भगवान तिवारी,Saraswati Gurjar,सरस्वती गुर्जर,barren,बंजर,16025.75,16229.95,204.2,6 बीघा 9 बिस्वा,False,,0,verified,Pond,,Red,286,4641765.65,खतौनी,2019,26.08891,74.779013
173109/102/91,102,355,Gujarwara,गुजरवाड़ा,Ram Rajput,राम राजपूत,Gopal Sharma,गोपाल शर्मा,residential,आवासीय,6911.47,6881.3,-30.17,2 बीघा 15 बिस्वा,False,,0,verified,Well,,Loamy,11049,76031456.52,बी-1,2015,26.090728,74.781586
173109/500/92,500,196,Gujarwara,गुजरवाड़ा,Shyam Pandey,श्याम पांडेय,Krishna Dubey,कृष्ण दुबे,agricultural,कृषि भूमि,32600.13,32451.04,-149.09,12 बीघा 19 बिस्वा,False,,0,verified,Tube Well,Mustard,Red,1968,63863639.5,खतौनी,2016,26.089864,74.786184
173109/462/93,462,187,Gujarwara,गुजरवाड़ा,Hari Meena,हरि मीना,Ramesh Rai,रमेश राय,agricultural,कृषि भूमि,14403.1,14259.41,-143.69,5 बीघा 14 बिस्वा,False,,0,verified,Pond,Moong,Black,980,13974224.86,खसरा,2022,26.090024,74.78963
173109/13/94,13,423,Gujarwara,गुजरवाड़ा,Hari Rajput,हरि राजपूत,Vinod Meena,विनोद मीना,agricultural,कृषि भूमि,19414.68,19413.71,-0.97,7 बीघा 15 बिस्वा,False,,0,verified,Pond,Gram,Black,1968,38206175.34,खतौनी,2019,26.090562,74.795323
173109/229/95,229,177,Gujarwara,गुजरवाड़ा,Parvati Verma,पार्वती वर्मा,Lakshmi Rajput,लक्ष्मी राजपूत,agricultural,कृषि भूमि,11386.74,11428.78,42.04,4 बीघा 11 बिस्वा,False,,0,verified,Canal,Gram,Red,1340,15314565.3,जमाबंदी,2022,26.089118,74.797712
173109/122/96,122,59,Gujarwara,गुजरवाड़ा,Bhagwan Rai,भगवान राय,Sita Verma,सीता वर्मा,agricultural,कृषि भूमि,22573.7,22998.77,425.07,9 बीघा 3 बिस्वा,False,,0,verified,None,Millet,Sandy,1013,23297753.55,जमाबंदी,2024,26.090853,74.801571
173109/261/97,261,87,Gujarwara,गुजरवाड़ा,Mohan Rai,मोहन राय,Durga Sharma,दुर्गा शर्मा,barren,बंजर,20473.05,26827.54,6354.49,10 बीघा 14 बिस्वा,True,high,31.0,needs_review,Well,,Loamy,339,9094534.5,पट्टा,2021,26.089844,74.806711
173109/502/98,502,464,Gujarwara,गुजरवाड़ा,Sohan Sharma,सोहन शर्मा,Mahesh Rajput,महेश राजपूत,agricultural,कृषि भूमि,13216.69,8940.99,-4275.7,3 बीघा 11 बिस्वा,True,high,-32.4,needs_review,Well,Gram,Clay,1537,13742294.3,पट्टा,2019,26.090081,74.811308
173109/676/99,676,436,Gujarwara,गुजरवाड़ा,Durga Patel,दुर्गा पटेल,Ram Tripathi,राम त्रिपाठी,agricultural,कृषि भूमि,20518.66,20413.12,-105.54,8 बीघा 3 बिस्वा,False,,0,verified,Tube Well,Millet,Black,1637,33416276.22,पट्टा,2020,26.090814,74.814714
173109/33/100,33,373,Gujarwara,गुजरवाड़ा,Durga Tiwari,दुर्गा तिवारी,Rajesh Singh,राजेश सिंह,residential,आवासीय,11560.82,11535.92,-24.9,4 बीघा 12 बिस्वा,False,,0,verified,Well,,Red,13431,154938945.79,खतौनी,2021,26.094836,74.773828
173457/249/1,249,44,Jhanbarkiya,झानबरकिया,Bhagwan Rajput,भगवान राजपूत,Shyam Sharma,श्याम शर्मा,commercial,वाणिज्यिक,16104.47,16402.92,298.45,6 बीघा 11 बिस्वा,False,,0,verified,Well,,Black,15288,250767837.08,खतौनी,2015,25.959088,74.742462
173457/45/2,45,458,Jhanbarkiya,झानबरकिया,Gopal Tripathi,गोपाल त्रिपाठी,Narayan Jat,नारायण जाट,agricultural,कृषि भूमि,19401.6,19358.05,-43.55,7 बीघा 14 बिस्वा,False,,0,verified,Tube Well,Gram,Red,506,9795172.54,जमाबंदी,2024,25.958259,74.744949
173457/635/3,635,29,Jhanbarkiya,झानबरकिया,Vishnu Meena,विष्णु मीना,Ramu Tiwari,रामू तिवारी,agricultural,कृषि भूमि,21311.88,21315.14,3.26,8 बीघा 10 बिस्वा,False,,0,verified,Rain Fed,Mustard,Red,1945,41457955.28,जमाबंदी,2019,25.959107,74.749692
173457/946/4,946,142,Jhanbarkiya,झानबरकिया,Brajesh Gupta,ब्रजेश गुप्ता,Ramu Dubey,रामू दुबे,agricultural,कृषि भूमि,27383.82,33928.84,6545.02,13 बीघा 11 बिस्वा,True,medium,23.9,needs_review,Rain Fed,Other,Loamy,1310,44446777.99,पट्टा,2022,25.959104,74.754891
173457/886/5,886,27,Jhanbarkiya,झानबरकिया,Parvati Yadav,पार्वती यादव,Durga Sharma,दुर्गा शर्मा,agricultural,कृषि भूमि,25971.85,26312.26,340.41,10 बीघा 10 बिस्वा,False,,0,verified,Canal,Wheat,Clay,859,22602231.2,जमाबंदी,2018,25.959293,74.757059
173457/64/6,64,137,Jhanbarkiya,झानबरकिया,Durga Gupta,दुर्गा गुप्ता,Bhagwan Patel,भगवान पटेल,residential,आवासीय,63823.73,63732.97,-90.76,25 बीघा 9 बिस्वा,False,,0,verified,Well,,Black,17393,1108507464.23,पट्टा,2019,25.959397,74.762437
173457/800/7,800,276,Jhanbarkiya,झानबरकिया,Sita Sharma,सीता शर्मा,Durga Gupta,दुर्गा गुप्ता,residential,आवासीय,7636.81,7492.42,-144.39,2 बीघा 19 बिस्वा,False,,0,verified,Tube Well,,Clay,12307,92209248.29,जमाबंदी,2024,25.959058,74.765374
173457/715/8,715,350,Jhanbarkiya,झानबरकिया,Mohan Yadav,मोहन यादव,Sohan Sharma,सोहन शर्मा,barren,बंजर,16279.49,21034.45,4754.96,8 बीघा 8 बिस्वा,True,high,29.2,needs_review,Pond,,Red,309,6499645.36,बी-1,2015,25.958887,74.769417
173457/970/9,970,471,Jhanbarkiya,झानबरकिया,Vishnu Dubey,विष्णु दुबे,Ramu Meena,रामू मीना,agricultural,कृषि भूमि,11276.93,11381.21,104.28,4 बीघा 11 बिस्वा,False,,0,verified,None,Maize,Loamy,581,6612482.43,खसरा,2015,25.95841,74.774305
173457/711/10,711,366,Jhanbarkiya,झानबरकिया,Anil Kumawat,अनिल कुमावत,Bhagwan Gurjar,भगवान गुर्जर,barren,बंजर,21776.59,13382.14,-8394.45,5 बीघा 7 बिस्वा,True,high,-38.5,needs_review,None,,Sandy,370,4951393.44,पट्टा,2024,25.960042,74.778556
173457/9/11,9,127,Jhanbarkiya,झानबरकिया,Sohan Meena,सोहन मीना,Anil Kumawat,अनिल कुमावत,commercial,वाणिज्यिक,15945.12,15893.93,-51.19,6 बीघा 7 बिस्वा,False,,0,verified,Canal,,Loamy,15323,243542732.05,खतौनी,2017,25.958685,74.781052
173457/780/12,780,75,Jhanbarkiya,झानबरकिया,Ram Chauhan,राम चौहान,Saraswati Kumawat,सरस्वती कुमावत,agricultural,कृषि भूमि,22751.29,22961.39,210.1,9 बीघा 3 बिस्वा,False,,0,verified,Pond,Rice,Sandy,1020,23420614.51,पट्टा,2021,25.962514,74.741777
173457/479/13,479,489,Jhanbarkiya,झानबरकिया,Vinod Singh,विनोद सिंह,Hari Tiwari,हरि तिवारी,residential,आवासीय,7906.73,7974.31,67.58,3 बीघा 3 बिस्वा,False,,0,verified,None,,Clay,16144,128737326.61,बी-1,2024,25.962313,74.745597
173457/543/14,543,397,Jhanbarkiya,झानबरकिया,Ram Kumawat,राम कुमावत,Jagdish Dubey,जगदीश दुबे,agricultural,कृषि भूमि,97146.0,64864.93,-32281.07,25 बीघा 18 बिस्वा,True,high,-33.2,needs_review,Pond,Wheat,Clay,596,38659495.31,खसरा,2019,25.964407,74.750761
173457/894/15,894,345,Jhanbarkiya,झानबरकिया,Sita Sharma,सीता शर्मा,Anil Meena,अनिल मीना,agricultural,कृषि भूमि,19268.23,13725.18,-5543.05,5 बीघा 9 बिस्वा,True,high,-28.8,needs_review,Well,Wheat,Loamy,916,12572265.56,पट्टा,2022,25.963482,74.754092
173457/566/16,566,322,Jhanbarkiya,झानबरकिया,Brajesh Mishra,ब्रजेश मिश्रा,Hari Dubey,हरि दुबे,agricultural,कृषि भूमि,80232.79,81658.04,1425.25,32 बीघा 13 बिस्वा,False,,0,verified,None,Millet,Clay,833,68021148.05,खसरा,2019,25.962252,74.758398
173457/581/17,581,285,Jhanbarkiya,झानबरकिया,Sita Verma,सीता वर्मा,Ram Dubey,राम दुबे,agricultural,कृषि भूमि,57551.39,56462.62,-1088.77,22 बीघा 11 बिस्वा,False,,0,verified,Well,Gram,Sandy,595,33595260.99,पट्टा,2023,25.963612,74.761519
173457/889/18,889,270,Jhanbarkiya,झानबरकिया,Ram Rajput,राम राजपूत,Narayan Rajput,नारायण राजपूत,agricultural,कृषि भूमि,62986.64,87096.34,24109.7,34 बीघा 16 बिस्वा,True,high,38.3,needs_review,Pond,Millet,Black,1754,152766985.02,पट्टा,2017,25.963357,74.766604
173457/616/19,616,105,Jhanbarkiya,झानबरकिया,Ramesh Rajput,रमेश राजपूत,Krishna Jat,कृष्ण जाट,agricultural,कृषि भूमि,27836.82,27510.95,-325.87,11 बीघा 0 बिस्वा,False,,0,verified,Pond,Maize,Loamy,1262,34718815.8,पट्टा,2016,25.96397,74.769139
173457/646/20,646,86,Jhanbarkiya,झानबरकिया,Ram Singh,राम सिंह,Anil Patel,अनिल पटेल,agricultural,कृषि भूमि,8889.36,8852.57,-36.79,3 बीघा 10 बिस्वा,False,,0,verified,Tube Well,Gram,Black,708,6267616.53,जमाबंदी,2018,25.963579,74.77359
173457/317/21,317,412,Jhanbarkiya,झानबरकिया,Parvati Tiwari,पार्वती तिवारी,Hari Rai,हरि राय,agricultural,कृषि भूमि,53899.06,54133.19,234.13,21 बीघा 13 बिस्वा,False,,0,verified,Canal,Moong,Sandy,740,40058563.99,जमाबंदी,2021,25.962656,74.777438
173457/911/22,911,103,Jhanbarkiya,झानबरकिया,Anil Kumawat,अनिल कुमावत,Dinesh Kumawat,दिनेश कुमावत,residential,आवासीय,16493.49,16529.87,36.38,6 बीघा 12 बिस्वा,False,,0,verified,Canal,,Red,10704,176935748.31,जमाबंदी,2017,25.96356,74.78203
173457/746/23,746,479,Jhanbarkiya,झानबरकिया,Sohan Singh,सोहन सिंह,Brajesh Jat,ब्रजेश जाट,residential,आवासीय,11665.43,11842.03,176.6,4 बीघा 14 बिस्वा,False,,0,verified,Rain Fed,,Sandy,7334,86849436.72,पट्टा,2023,25.967183,74.740998
173457/673/24,673,171,Jhanbarkiya,झानबरकिया,Ram Dubey,राम दुबे,Lakshmi Gurjar,लक्ष्मी गुर्जर,agricultural,कृषि भूमि,20382.85,20631.0,248.15,8 बीघा 5 बिस्वा,False,,0,verified,Well,Rice,Red,1822,37589681.32,बी-1,2015,25.967188,74.746706
173457/38/25,38,221,Jhanbarkiya,झानबरकिया,Bhagwan Jat,भगवान जाट,Mahesh Tripathi,महेश त्रिपाठी,agricultural,कृषि भूमि,24806.11,25112.31,306.2,10 बीघा 0 बिस्वा,False,,0,verified,Tube Well,Moong,Clay,684,17176817.96,बी-1,2018,25.968016,74.750575
173457/351/26,351,129,Jhanbarkiya,झानबरकिया,Ramu Tiwari,रामू तिवारी,Suresh Tiwari,सुरेश तिवारी,commercial,वाणिज्यिक,17156.96,17129.89,-27.07,6 बीघा 17 बिस्वा,False,,0,verified,None,,Red,46074,789242535.56,जमाबंदी,2020,25.966385,74.753962
173457/636/27,636,7,Jhanbarkiya,झानबरकिया,Ramu Patel,रामू पटेल,Durga Tripathi,दुर्गा त्रिपाठी,residential,आवासीय,15099.77,15269.13,169.36,6 बीघा 2 बिस्वा,False,,0,verified,Tube Well,,Loamy,15338,234197987.25,बी-1,2022,25.967911,74.758274
173457/153/28,153,384,Jhanbarkiya,झानबरकिया,Vinod Tripathi,विनोद त्रिपाठी,Krishna Patel,कृष्ण पटेल,agricultural,कृषि भूमि,24909.26,33080.97,8171.71,13 बीघा 4 बिस्वा,True,high,32.8,needs_review,Tube Well,Moong,Black,1361,45023194.39,खसरा,2015,25.966906,74.762292
173457/224/29,224,244,Jhanbarkiya,झानबरकिया,Brajesh Yadav,ब्रजेश यादव,Hari Tiwari,हरि तिवारी,forest,वन भूमि,13019.39,12976.24,-43.15,5 बीघा 3 बिस्वा,False,,0,verified,Canal,,Sandy,549,7123956.31,पट्टा,2015,25.967785,74.766608
173457/388/30,388,240,Jhanbarkiya,झानबरकिया,Bhagwan Kumawat,भगवान कुमावत,Ramu Jat,रामू जाट,agricultural,कृषि भूमि,15386.95,11039.67,-4347.28,4 बीघा 8 बिस्वा,True,high,-28.3,needs_review,None,Gram,Loamy,1657,18292738.13,बी-1,2016,25.967374,74.769359
173457/488/31,488,154,Jhanbarkiya,झानबरकिया,Radha Mishra,राधा मिश्रा,Saraswati Singh,सरस्वती सिंह,barren,बंजर,9731.43,9691.34,-40.09,3 बीघा 17 बिस्वा,False,,0,verified,Well,,Loamy,298,2888018.37,खसरा,2019,25.967019,74.774724
173457/258/32,258,456,Jhanbarkiya,झानबरकिया,Ram Pandey,राम पांडेय,Krishna Sharma,कृष्ण शर्मा,forest,वन भूमि,12570.68,12614.37,43.69,5 बीघा 0 बिस्वा,False,,0,verified,Canal,,Loamy,665,8388554.91,खतौनी,2015,25.967706,74.777198
173457/981/33,981,145,Jhanbarkiya,झानबरकिया,Ram Rai,राम राय,Vinod Singh,विनोद सिंह,agricultural,कृषि भूमि,12215.63,15416.5,3200.87,6 बीघा 3 बिस्वा,True,high,26.2,needs_review,None,Moong,Red,1549,23880161.6,पट्टा,2022,25.966285,74.782614
173457/157/34,157,324,Jhanbarkiya,झानबरकिया,Mahesh Tripathi,महेश त्रिपाठी,Vishnu Chauhan,विष्णु चौहान,commercial,वाणिज्यिक,17258.37,16954.79,-303.58,6 बीघा 15 बिस्वा,False,,0,verified,Well,,Red,15259,258713088.62,खतौनी,2023,25.971853,74.74236
173457/334/35,334,95,Jhanbarkiya,झानबरकिया,Suresh Dubey,सुरेश दुबे,Radha Gupta,राधा गुप्ता,agricultural,कृषि भूमि,15962.24,15926.18,-36.06,6 बीघा 7 बिस्वा,False,,0,verified,Canal,Millet,Clay,1801,28683054.37,खतौनी,2020,25.971238,74.745684
173457/5/36,5,6,Jhanbarkiya,झानबरकिया,Vishnu Mishra,विष्णु मिश्रा,Krishna Pandey,कृष्ण पांडेय,agricultural,कृषि भूमि,20660.78,20545.94,-114.84,8 बीघा 4 बिस्वा,False,,0,verified,Tube Well,Moong,Clay,1801,37003245.49,खतौनी,2018,25.972006,74.749761
173457/255/37,255,138,Jhanbarkiya,झानबरकिया,Rajesh Pandey,राजेश पांडेय,Anil Yadav,अनिल यादव,agricultural,कृषि भूमि,42731.6,43156.2,424.6,17 बीघा 5 बिस्वा,False,,0,verified,None,Millet,Clay,1444,62317548.14,खसरा,2018,25.971586,74.754386
173457/372/38,372,418,Jhanbarkiya,झानबरकिया,Durga Patel,दुर्गा पटेल,Gopal Pandey,गोपाल पांडेय,agricultural,कृषि भूमि,11997.61,12163.92,166.31,4 बीघा 17 बिस्वा,False,,0,verified,Well,Millet,Black,952,11580050.61,जमाबंदी,2020,25.970902,74.758106
173457/561/39,561,76,Jhanbarkiya,झानबरकिया,Anil Meena,अनिल मीना,Hari Yadav,हरि यादव,residential,आवासीय,28333.56,28338.76,5.2,11 बीघा 6 बिस्वा,False,,0,verified,Pond,,Loamy,8538,241956345.16,जमाबंदी,2016,25.970704,74.761422
173457/483/40,483,339,Jhanbarkiya,झानबरकिया,Suresh Meena,सुरेश मीना,Krishna Dubey,कृष्ण दुबे,agricultural,कृषि भूमि,5586.88,5479.04,-107.84,2 बीघा 3 बिस्वा,False,,0,verified,Pond,Wheat,Loamy,1628,8919881.24,जमाबंदी,2017,25.970776,74.764993
173457/317/41,317,442,Jhanbarkiya,झानबरकिया,Vishnu Chauhan,विष्णु चौहान,Vinod Jat,विनोद जाट,agricultural,कृषि भूमि,8847.25,6151.96,-2695.29,2 बीघा 9 बिस्वा,True,high,-30.5,needs_review,Tube Well,Moong,Sandy,1913,11768700.21,पट्टा,2018,25.970391,74.769679
173457/811/42,811,20,Jhanbarkiya,झानबरकिया,Sohan Yadav,सोहन यादव,Shyam Kumawat,श्याम कुमावत,barren,बंजर,15910.18,16069.66,159.48,6 बीघा 8 बिस्वा,False,,0,verified,None,,Black,225,3615672.67,पट्टा,2016,25.9704,74.77398
173457/789/43,789,310,Jhanbarkiya,झानबरकिया,Vishnu Chauhan,विष्णु चौहान,Brajesh Patel,ब्रजेश पटेल,agricultural,कृषि भूमि,117603.92,116635.09,-968.83,46 बीघा 13 बिस्वा,False,,0,verified,Rain Fed,Other,Loamy,1791,208893440.6,खसरा,2015,25.971009,74.777954
173457/905/44,905,20,Jhanbarkiya,झानबरकिया,Hari Jat,हरि जाट,Radha Gupta,राधा गुप्ता,agricultural,कृषि भूमि,15937.16,15687.16,-250.0,6 बीघा 5 बिस्वा,False,,0,verified,Tube Well,Mustard,Black,1332,20895299.1,खसरा,2019,25.971189,74.781405
173457/743/45,743,471,Jhanbarkiya,झानबरकिया,Sohan Pandey,सोहन पांडेय,Parvati Tiwari,पार्वती तिवारी,agricultural,कृषि भूमि,22087.38,22414.81,327.43,8 बीघा 19 बिस्वा,False,,0,verified,Rain Fed,Wheat,Sandy,997,22347570.04,खतौनी,2021,25.975611,74.741373
173457/960/46,960,280,Jhanbarkiya,झानबरकिया,Ramu Gupta,रामू गुप्ता,Ram Singh,राम सिंह,residential,आवासीय,13943.04,16875.13,2932.09,6 बीघा 15 बिस्वा,True,medium,21.0,needs_review,Rain Fed,,Loamy,13767,232319930.45,पट्टा,2017,25.974352,74.74671
173457/228/47,228,148,Jhanbarkiya,झानबरकिया,Geeta Yadav,गीता यादव,Shankar Chauhan,शंकर चौहान,barren,बंजर,12994.37,9521.34,-3473.03,3 बीघा 16 बिस्वा,True,high,-26.7,needs_review,Tube Well,,Loamy,433,4122739.54,बी-1,2020,25.97612,74.749128
173457/26/48,26,165,Jhanbarkiya,झानबरकिया,Shyam Patel,श्याम पटेल,Durga Patel,दुर्गा पटेल,agricultural,कृषि भूमि,27233.37,27737.46,504.09,11 बीघा 1 बिस्वा,False,,0,verified,None,Millet,Clay,1992,55253017.34,बी-1,2024,25.97494,74.754577
173457/480/49,480,361,Jhanbarkiya,झानबरकिया,Sita Chauhan,सीता चौहान,Shankar Tripathi,शंकर त्रिपाठी,agricultural,कृषि भूमि,20408.88,20381.93,-26.95,8 बीघा 3 बिस्वा,False,,0,verified,Well,Gram,Clay,1422,28983104.36,बी-1,2022,25.974389,74.75856
173457/655/50,655,82,Jhanbarkiya,झानबरकिया,Narayan Meena,नारायण मीना,Geeta Chauhan,गीता चौहान,barren,बंजर,11291.21,13501.22,2210.01,5 बीघा 8 बिस्वा,True,medium,19.6,needs_review,Canal,,Red,365,4927946.93,खतौनी,2016,25.974333,74.761257
173457/216/51,216,36,Jhanbarkiya,झानबरकिया,Hari Singh,हरि सिंह,Gopal Chauhan,गोपाल चौहान,agricultural,कृषि भूमि,54556.35,46160.33,-8396.02,18 बीघा 9 बिस्वा,True,medium,-15.4,needs_review,Pond,Wheat,Red,685,31619829.18,जमाबंदी,2016,25.974696,74.766771
173457/784/52,784,197,Jhanbarkiya,झानबरकिया,Sita Dubey,सीता दुबे,Sohan Kumawat,सोहन कुमावत,barren,बंजर,42786.59,41933.0,-853.59,16 बीघा 15 बिस्वा,False,,0,verified,Canal,,Red,236,9896188.59,बी-1,2022,25.974721,74.77015
173457/473/53,473,275,Jhanbarkiya,झानबरकिया,Sohan Tripathi,सोहन त्रिपाठी,Vinod Gurjar,विनोद गुर्जर,agricultural,कृषि भूमि,12250.37,12066.18,-184.19,4 बीघा 16 बिस्वा,False,,0,verified,Tube Well,Millet,Loamy,1094,13200398.25,जमाबंदी,2022,25.974242,74.773825
173457/291/54,291,139,Jhanbarkiya,झानबरकिया,Lakshmi Sharma,लक्ष्मी शर्मा,Mohan Tiwari,मोहन तिवारी,agricultural,कृषि भूमि,15632.75,15329.5,-303.25,6 बीघा 2 बिस्वा,False,,0,verified,Canal,Rice,Loamy,553,8477212.75,जमाबंदी,2017,25.97583,74.778431
173457/467/55,467,218,Jhanbarkiya,झानबरकिया,Radha Dubey,राधा दुबे,Rajesh Pandey,राजेश पांडेय,agricultural,कृषि भूमि,23081.97,23088.89,6.92,9 बीघा 4 बिस्वा,False,,0,verified,None,Millet,Red,1534,35418363.49,खसरा,2015,25.974848,74.782871
173457/116/56,116,47,Jhanbarkiya,झानबरकिया,Rajesh Yadav,राजेश यादव,Ram Kumawat,राम कुमावत,agricultural,कृषि भूमि,15271.89,10068.91,-5202.98,4 बीघा 0 बिस्वा,True,high,-34.1,needs_review,Pond,Other,Red,1073,10803937.02,खसरा,2024,25.9797,74.740989
173457/129/57,129,249,Jhanbarkiya,झानबरकिया,Shyam Pandey,श्याम पांडेय,Mohan Tripathi,मोहन त्रिपाठी,barren,बंजर,8944.4,12024.79,3080.39,4 बीघा 16 बिस्वा,True,high,34.4,needs_review,Tube Well,,Black,163,1960040.58,जमाबंदी,2023,25.979337,74.745672
173457/72/58,72,124,Jhanbarkiya,झानबरकिया,Ramu Pandey,रामू पांडेय,Krishna Rai,कृष्ण राय,agricultural,कृषि भूमि,16572.49,16786.48,213.99,6 बीघा 14 बिस्वा,False,,0,verified,Rain Fed,Mustard,Loamy,944,15846433.03,पट्टा,2021,25.978621,74.749056
